prompt	param	functionname	return	list	dict	input	print	squareBrace	curlyBrace	array	variable	element	example	key	number	output	consecutive	represent	int	index	length	paramMean	functionnameMean	returnMean	listMean	dictMean	inputMean	printMean	squareBraceMean	curlyBraceMean	arrayMean	variableMean	elementMean	exampleMean	keyMean	numberMean	outputMean	consecutiveMean	representMean	intMean	indexMean	paramInd	functionnameInd	returnInd	listInd	dictInd	inputInd	printInd	squareBraceInd	curlyBraceInd	arrayInd	variableInd	elementInd	exampleInd	keyInd	numberInd	outputInd	consecutiveInd	representInd	intInd	indexInd
4942	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0.0	0.0	0.09090909090909091	0.18181818181818182	0.0	0.09090909090909091	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4944	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.0	0.0	0.08333333333333333	0.16666666666666666	0.0	0.08333333333333333	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4945	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.0	0.0	0.08333333333333333	0.16666666666666666	0.0	0.08333333333333333	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4903	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4908	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	21	0.0	0.0	0.047619047619047616	0.09523809523809523	0.0	0.047619047619047616	0.047619047619047616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
4913	0	0	1	7	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	1	40	0.0	0.0	0.025	0.175	0.0	0.075	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.025	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1
4917	0	0	1	7	0	3	2	0	0	0	3	0	0	0	1	0	0	0	1	1	53	0.0	0.0	0.018867924528301886	0.1320754716981132	0.0	0.05660377358490566	0.03773584905660377	0.0	0.0	0.0	0.05660377358490566	0.0	0.0	0.0	0.018867924528301886	0.0	0.0	0.0	0.018867924528301886	0.018867924528301886	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1
4918	0	0	1	7	0	3	2	0	0	0	3	0	0	0	1	0	0	0	1	1	53	0.0	0.0	0.018867924528301886	0.1320754716981132	0.0	0.05660377358490566	0.03773584905660377	0.0	0.0	0.0	0.05660377358490566	0.0	0.0	0.0	0.018867924528301886	0.0	0.0	0.0	0.018867924528301886	0.018867924528301886	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1
4919	0	0	1	7	0	3	2	0	0	0	3	0	0	0	1	0	0	0	1	1	48	0.0	0.0	0.020833333333333332	0.14583333333333334	0.0	0.0625	0.041666666666666664	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.020833333333333332	0.0	0.0	0.0	0.020833333333333332	0.020833333333333332	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1
4929	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	13	0.0	0.0	0.07692307692307693	0.0	0.0	0.07692307692307693	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15384615384615385	0.0	0.0	0.0	0.0	0.07692307692307693	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1
4921	0	0	1	7	0	3	2	0	0	0	3	0	0	0	1	0	0	0	1	1	49	0.0	0.0	0.02040816326530612	0.14285714285714285	0.0	0.061224489795918366	0.04081632653061224	0.0	0.0	0.0	0.061224489795918366	0.0	0.0	0.0	0.02040816326530612	0.0	0.0	0.0	0.02040816326530612	0.02040816326530612	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1
4922	0	0	1	7	0	3	2	0	0	0	3	0	0	0	1	0	0	0	1	1	48	0.0	0.0	0.020833333333333332	0.14583333333333334	0.0	0.0625	0.041666666666666664	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.020833333333333332	0.0	0.0	0.0	0.020833333333333332	0.020833333333333332	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1
4924	0	0	1	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	42	0.0	0.0	0.023809523809523808	0.07142857142857142	0.0	0.047619047619047616	0.023809523809523808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023809523809523808	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
4925	0	0	1	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	43	0.0	0.0	0.023255813953488372	0.06976744186046512	0.0	0.046511627906976744	0.023255813953488372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023255813953488372	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
4932	0	0	1	1	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	1	29	0.0	0.0	0.034482758620689655	0.034482758620689655	0.0	0.034482758620689655	0.034482758620689655	0.0	0.0	0.0	0.034482758620689655	0.0	0.0	0.0	0.06896551724137931	0.0	0.0	0.0	0.0	0.034482758620689655	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1
4933	0	0	1	1	0	1	1	0	0	0	1	0	0	0	2	0	0	0	1	1	30	0.0	0.0	0.03333333333333333	0.03333333333333333	0.0	0.03333333333333333	0.03333333333333333	0.0	0.0	0.0	0.03333333333333333	0.0	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	0.03333333333333333	0.03333333333333333	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1
4937	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0.0	0.0	0.09090909090909091	0.18181818181818182	0.0	0.09090909090909091	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4939	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.0	0.0	0.1	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4948	0	0	1	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0.0	0.0	0.05	0.15	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4953	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	15	0.0	0.0	0.06666666666666667	0.0	0.0	0.06666666666666667	0.06666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	0.0	0.13333333333333333	0.0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
4967	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	0.0	0.0	0.3333333333333333	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4973	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	1	17	0.0	0.0	0.058823529411764705	0.0	0.0	0.058823529411764705	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17647058823529413	0.058823529411764705	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1
3647	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	14	0.0	0.0	0.0	0.14285714285714285	0.0	0.07142857142857142	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3663	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	13	0.0	0.0	0.07692307692307693	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15384615384615385	0.0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3673	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0.18181818181818182	0.0	0.0	0.09090909090909091	0.0	0.09090909090909091	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3650	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.0	0.0	0.08333333333333333	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3651	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0.0	0.0	0.07692307692307693	0.15384615384615385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3655	2	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0.08333333333333333	0.0	0.0	0.08333333333333333	0.0	0.041666666666666664	0.041666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3658	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0.2222222222222222	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3659	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0.2	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3664	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0.0	0.0	0.09090909090909091	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3665	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	13	0.0	0.0	0.07692307692307693	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15384615384615385	0.0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3669	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0.0	0.0	0.05555555555555555	0.0	0.0	0.05555555555555555	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05555555555555555	0.0	0.0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3672	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0.09090909090909091	0.0	0.0	0.09090909090909091	0.0	0.09090909090909091	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3674	2	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.14285714285714285	0.0	0.0	0.14285714285714285	0.0	0.07142857142857142	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3677	0	0	1	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	18	0.0	0.0	0.05555555555555555	0.1111111111111111	0.0	0.05555555555555555	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
5863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5864	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0.0	0.0	0.0	0.0	0.0	0.11764705882352941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5849	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	16	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0625	0.0625	0.0	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
5840	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5841	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0.0	0.0	0.11764705882352941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5842	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0.0	0.0	0.13636363636363635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5843	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0.0	0.0	0.15789473684210525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5846	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0.0	0.0	0.058823529411764705	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5850	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5851	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5852	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5857	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5865	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0.0	0.0	0.0	0.0	0.0	0.10526315789473684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5867	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0.043478260869565216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5868	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5869	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5870	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5871	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5872	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5873	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	21	0.047619047619047616	0.047619047619047616	0.0	0.047619047619047616	0.0	0.047619047619047616	0.047619047619047616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047619047619047616	0.047619047619047616	0.0	0.0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
5874	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	27	0.037037037037037035	0.037037037037037035	0.0	0.037037037037037035	0.0	0.037037037037037035	0.037037037037037035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037037037037035	0.037037037037037035	0.0	0.0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
5878	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5879	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5880	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5881	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.0	0.0	0.0	0.07142857142857142	0.0	0.14285714285714285	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5883	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5884	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5891	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
